prompt_id,split,category,source_row,field,n_tokens,distinct_tokens,repeated_4gram_fraction,top20_token_share,text_sha256
human-02598,human_context,information_extraction,14007,context,275,149,0.007353,0.403636,e8cdb0d2ea8a0bd9d7572d40233e8c836c174ec1f2fdc91db6a1340dc0ee8b48
human-02599,human_context,closed_qa,4491,context,154,81,0.066225,0.532468,331a93ecece718730cb31fb1999e40670ecd78b3a59df28b7339e303e4d82256
human-02600,human_context,closed_qa,8192,context,229,141,0.0,0.379913,e74375d50ffd1e9f98c8522f06783b32b207d23a6db58bd33aebfa0608de650b
human-02601,human_response,open_qa,13709,response,142,90,0.007194,0.450704,93b5ddfdd07fd4a96ddbbc15e569cfc9b6caca06d11c30a1b7d1b7ecdbc9057a
human-02602,human_context,information_extraction,8637,context,134,77,0.0,0.574627,1c60694a671996e20ca0773b968fa3e7d551478f28ca862519d40b9b300de868
human-02603,human_response,general_qa,4781,response,153,103,0.0,0.424837,cb1ee12f1f5ba4d7294a038cfd9190661d0f75401038de0085276a9ed66da86c
human-02604,human_context,summarization,11770,context,449,217,0.011211,0.383073,773c212252901eb0b0690470c06c78b41237c4b71b5f7bd2901a6065c9d04f95
human-02605,human_response,summarization,9642,response,159,106,0.012821,0.427673,87354fcd23c2a06658048093d5efadd6d9a39d50cb6e36e405d8b92685bbf08e
human-02606,human_context,summarization,925,context,304,152,0.046512,0.463816,9fc7015f11c365b52d9abc9b2f9a657e936fc151183bada1288337de44ed0bb4
human-02607,human_response,summarization,4851,response,167,101,0.0,0.443114,5fba1023972c0a6dbb19d861f19ef11ef891c1b42651e9d5f044e7c86a7859d5
human-02608,human_context,summarization,7608,context,150,78,0.047619,0.546667,9954fe6482c7296fe50f8927b1bb025cc09c77722dd5d741c31dba976c18bcd1
human-02609,human_response,closed_qa,15005,response,141,89,0.0,0.468085,a04dade76c8e904d1a5ec3cdf8cf39da9b6b7b929a0606e445c5bd05f499b491
human-02610,human_context,summarization,4565,context,249,137,0.04065,0.421687,68d32df5c90ce92b3324861ca957dd91363405d6d2f1b7181549aeebf841c2c3
human-02611,human_response,information_extraction,370,response,433,228,0.030233,0.408776,690b9a41ecc877813ef6b97a37d965f195d962f50cff82fadcbe340b42d2b0ef
human-02612,human_response,general_qa,2134,response,175,79,0.040698,0.548571,c963cd27c072d9ee07903942f07f0f64f8ee90b866d6b733bf3e4deb2e4cd275
human-02613,human_context,closed_qa,9528,context,258,143,0.015686,0.403101,6a141509782dea01834015e276f35081ce5a31f92ca8a6d4ba025dcd581e6a18
human-02614,human_response,brainstorming,5218,response,325,169,0.052795,0.387692,b331610108504d7e62301aca5d5e3db3086a942bf3a4e31985d65e1291a64f49
human-02615,human_context,summarization,1550,context,171,115,0.0,0.421053,ab6ada3a678c0aab148b706392f2f4df3fbc00787f0839ce5624fa48c1651617
human-02616,human_context,closed_qa,12532,context,148,87,0.006897,0.466216,36def68a23c6417e14637cb67667cc04a6f3c1cd59bba1a47ceafd05b78037c7
human-02617,human_context,closed_qa,2623,context,169,103,0.012048,0.473373,b276211c49115350da103a828039b370872e4fffbc3e1d279555db6f5e22613c
human-02618,human_context,information_extraction,3761,context,181,102,0.02809,0.480663,9a27d323cfb8a06e7cfb521bb2389e20a3147964fdfe9d740481f6fefbfe4464
human-02619,human_response,information_extraction,6909,response,258,128,0.062745,0.511628,ffef7265ac7c2450cd4996c237aa2da4f43c323fd1929a9efc8fba80f0e6ee66
human-02620,human_response,brainstorming,115,response,150,95,0.0,0.493333,7a13791200ce5f831ded4f8c2dd2f80502fb1aac53de9e9ba9bfeadf2f07ce68
human-02621,human_context,closed_qa,11578,context,404,190,0.032419,0.418317,a514b70ce4c02e64703642791bcc99423cff155aedcdd3cfe5f8507276435d24
human-02622,human_response,general_qa,6718,response,504,220,0.05988,0.392857,d4a681757129cceb3bf54bdefe179774d261389aa523aaf763d07aba6f3f8e6b
human-02623,human_context,closed_qa,14829,context,500,276,0.012072,0.4,78adeac3db27edff8deedc8d9d2f976304ca31bc178937367bae1179ddcc71ff
human-02624,human_context,summarization,14947,context,163,109,0.0,0.392638,b7f42bf915c83e24c399b97a4c7e8976f26cd92472af5090604e15eb1906d975
human-02625,human_response,open_qa,9158,response,136,81,0.037594,0.529412,3775d0ac3382bd456f95b68b8104d8f8abfd374f512881969eb9ce393b747f07
human-02626,human_context,summarization,5041,context,1143,524,0.02807,0.340332,3b5b0f6d6776faef418dee1996ac3e2c9192361a1d2490bf68e144fadb0d7cd3
human-02627,human_response,open_qa,14380,response,189,120,0.005376,0.428571,48015515f334f06759be50c0300a443b534af08578418aab1c92ef7156869863
human-02628,human_response,summarization,14439,response,188,108,0.005405,0.484043,4d45d7045ac59b6139ca50f813d9d0046866250894e4c69ab998d84e9085af54
human-02629,human_context,closed_qa,7924,context,130,79,0.023622,0.5,8b2a865a2ba1ac07a74630e387e4f8953b6e12a1e15e63360ad18cf7e16283d6
human-02630,human_context,closed_qa,7752,context,230,127,0.008811,0.447826,e9b516fe0ebe4baa47efd4c2622cc80135abfbe30bd0a596026adb88421087b7
human-02631,human_context,summarization,1064,context,144,96,0.014184,0.4375,a68b13709df4cbf6fcad1e99192f180ad7f97382e048b036c71da8542bb12f22
human-02632,human_context,information_extraction,2164,context,226,135,0.03139,0.455752,c4315e6df31518ab833672bff37e9ba2085bc42bd59a4f06a1c916c6a9a039e3
human-02633,human_context,information_extraction,14779,context,607,249,0.125828,0.416804,40299417357d99d7a0ab824a7d3de9cc02e2b66e1594ddca0207f9c6f7a9ccf8
human-02634,human_response,general_qa,6190,response,194,134,0.0,0.396907,90dd6a72f603d983cdcae0339c54f753069226a5fce68ca97beb797b11df40e3
human-02635,human_response,creative_writing,13083,response,553,286,0.014545,0.352622,f51150b36b1b1c9adb1c493623fe3f946891bff5224a172e2ea792399644eb02
human-02636,human_context,closed_qa,8716,context,135,77,0.060606,0.548148,9e37839c99b1ff920d050db514b6ded12e97e3d9fde08524cb2474318c02a64b
human-02637,human_response,general_qa,1074,response,272,157,0.003717,0.415441,aee68563fbc72f0f09da696ff584d3f0dc9663c18755515b9765b47d04851b41
human-02638,human_response,open_qa,4057,response,175,105,0.0,0.48,cd53ca1f0654dacffc492a2e138eb5577051ecc0ae26b5dcc417a2e8b9087791
human-02639,human_context,information_extraction,8765,context,486,232,0.010352,0.403292,0b9aef6b34da6b66297908fe7a0dcaf5abe87191b5ab632ac83c85cb5e2abf45
human-02640,human_response,brainstorming,8848,response,1367,487,0.034457,0.386247,7097b71ac7c822fb2244cbf75eb6fe6a878b47d5e6e369d3d7d6af16dc99c058
human-02641,human_context,information_extraction,2273,context,188,129,0.0,0.404255,b5d4a9158e593b9cc43d6d8f0d8900374299e533059413b3d20f36faed8ffe06
human-02642,human_context,summarization,7868,context,187,96,0.038043,0.545455,e7baa6eb1854705a8dafef120c140df7a325cf2faf361fe6d8c2308f85ad043f
human-02643,human_context,closed_qa,12600,context,284,167,0.010676,0.373239,5175b6756df87da7b4cb1b0656ecdeece863cfd2927059c4ebc25a89058be6d2
human-02644,human_response,open_qa,7336,response,149,90,0.0,0.510067,0803ff6d322ae5cbded8f77a06e304453a7301764680cfafc5efb74f9c10486c
human-02645,human_context,information_extraction,7107,context,151,82,0.0,0.556291,aadfa73a87c0164851a42c793703438307e6b0ebeb59b88d15a233230a54fdd4
human-02646,human_context,closed_qa,5088,context,153,91,0.006667,0.496732,739b14bcd8f4f5dd2bf15d194b1333444194efb790bba4c544887367384f9926
human-02647,human_response,general_qa,10488,response,171,108,0.0,0.444444,6c4f0cc4f89bb6c92d25f61b84b621040f902e0ba6c5f9a342c91e154ccb5958
human-02648,human_context,information_extraction,2610,context,278,138,0.04,0.44964,673188f675a6057d75ba3d53556fac9070ee386a7d7355f7002079943060dcd0
human-02649,human_context,closed_qa,13918,context,347,198,0.020349,0.365994,9f3e020912fb213c7d66f4624b2368ac05a964b71fb658303d398ebabfe3bb94
human-02650,human_response,classification,11535,response,478,233,0.023158,0.435146,d36388e118ee7699d3cfcee2daa8574ec9edab5cc44b218eedfdb97f254d7825
human-02651,human_response,information_extraction,9037,response,147,100,0.006944,0.435374,d257c57417d2406aca19ce46247974608154265cc782a193cd05580c125f1dc7
human-02652,human_context,information_extraction,6294,context,482,207,0.018789,0.421162,151cc4f1e73b14db5ec958e2fdaa6d0f11be185a6a069c80899e6159fa140702
human-02653,human_response,general_qa,7846,response,274,151,0.01476,0.437956,aef44c2128f5c87e193e4a77ef45219e30fe11dc81259acfda609965bbfea262
human-02654,human_context,closed_qa,14365,context,190,106,0.026738,0.468421,bab6054ef23871f1c6ec05fd8157e8854305203f58c788a7de63b3b0637f08e9
human-02655,human_context,information_extraction,5412,context,129,89,0.0,0.44186,34747bf06161edad74f522666fb6f4ab69f466251d24f910342cbc5cc849981d
human-02656,human_context,summarization,13445,context,5089,904,0.141172,0.407939,90679bef4338387dc9c1ea02394f72d12f331faeab73b5ebf2c5cec3bdde0fb6
human-02657,human_response,general_qa,1818,response,133,92,0.0,0.428571,644b0bff76832b102b0cd0fdd470a5f54ccc47ef13c76a53214674905c1564a1
human-02658,human_response,general_qa,2967,response,182,120,0.0,0.43956,a1ac201957f8413d27ca8ebfa68cc501f947d5bc27262dc80e9fe82f3e34930b
human-02659,human_context,summarization,12509,context,350,196,0.014409,0.382857,35c5e56dab49385c7936e582c6c93498e62dad8b43a8ba4fe76531b297571d36
human-02660,human_context,summarization,3577,context,173,114,0.011765,0.404624,942a342f2ed8d4e7261507de00425a5f8ee62971cd502b4d0a982df55e23d927
human-02661,human_context,summarization,6491,context,227,127,0.03125,0.449339,2a778f6da68ee682d8cd6e838e23c03bfd3c5fb0dd9d0da0b7436f0b7b007872
human-02662,human_context,information_extraction,10395,context,481,222,0.050209,0.45738,d7cb5c15b9356411b9435d776d12a0cbd4a5e393fc076e80b647ab0f02e71724
human-02663,human_context,information_extraction,1246,context,399,209,0.007576,0.423559,e26c2fa0b2c23b9f5b81275b158d0287ed232fb1295280df7b1aa1de90f74a12
human-02664,human_context,information_extraction,11927,context,140,93,0.007299,0.464286,ac3b1cff7d6c657f61b19e60b760aee0c3f3f0468b671fcb9a532fd41665ce22
human-02665,human_response,open_qa,3699,response,419,118,0.067308,0.594272,79a668c755e35a145cc538f81881bf96dfc8b75d7fbe2cee04907f6d00d69c47
human-02666,human_context,summarization,4174,context,188,102,0.032432,0.468085,b6c14abc99458ffd5427509d9ed85a22618431e507c0ea4843b64f0e855e43e7
human-02667,human_context,summarization,13921,context,1025,462,0.062622,0.327805,3ec9b2089a566eb106122acaa51e259a5427347a3299aa521323336e2327eb89
human-02668,human_context,closed_qa,3689,context,137,84,0.044776,0.489051,706b84fc983b2d18263d246e7e20ccf697eab3186cd32d28f3d3060f80cd7579
human-02669,human_context,information_extraction,11358,context,185,100,0.016484,0.497297,038dce4ef8278b5dea997b552f9578016672a81ca6dfb2efe1c18dc957436424
human-02670,human_context,closed_qa,12879,context,152,102,0.013423,0.414474,3e1b6299b7f6dec34cc710e3b47eeefdb9aa8d1f8b7704282e9d85f3e9c300f2
human-02671,human_context,information_extraction,8816,context,270,121,0.011236,0.522222,12c3f1b4ce701c6cf2244a00d69f677dcc245d8fd162c162d9b82c8260eb85b2
human-02672,human_context,information_extraction,7865,context,391,205,0.054124,0.455243,726f29f24829cdf5bcec14d297b15edf93b6f1810596e0a1f44f033f852f17b6
human-02673,human_context,closed_qa,13238,context,140,88,0.036496,0.464286,c8c0505a46e17d71925a70c70159cc957b7ff2ad73f04fc0fe8d6fa95220ed2b
human-02674,human_context,closed_qa,6744,context,839,306,0.065789,0.420739,df98f3d700e2cc1dfe53265eb5bdc66bd3c10f7ee8b2a59899fa5a3a1a9cb367
human-02675,human_response,brainstorming,1214,response,207,120,0.004902,0.405797,a920d9781e9b184116e22d6586abb94376382357358af8b355e4f0e4b91f13f4
human-02676,human_context,summarization,6572,context,194,119,0.010471,0.407216,68de6f3e05bc8bc8ccfeadb5edc45ac53c3d5882a9dc6f81907ca5c23ddf414f
human-02677,human_context,summarization,12638,context,176,113,0.028902,0.414773,a77a2f17d0c93de7d299c1e8e5d42211025594dfee77e39c7a209101c3eca36c
human-02678,human_context,closed_qa,2849,context,354,163,0.08547,0.460452,fd3d3ee1f69665bfe5ff1e6e0d8d7526aa853a196e5542f39dca95e090357d09
human-02679,human_response,creative_writing,6489,response,229,145,0.00885,0.371179,e7c20519ce6ebdde9fa2c77fa7e39da1ca3cbcfd343264de5f4a3b3e08739a13
human-02680,human_context,closed_qa,12788,context,192,120,0.015873,0.4375,1fcccc3878de190f4462b8e3a6b2026e4e0d3b3e5d5c9a22e1d9059d81f63026
human-02681,human_context,closed_qa,7810,context,143,88,0.0,0.524476,50ef602409177cc14ccafd9da9726fc963eb6d90924061f88437f10a2102108f
human-02682,human_response,open_qa,6187,response,203,128,0.02,0.418719,61b2946c44d52373b35dfd426c7b9e0434b0ffec3d3f6ae8e4d08fc4130132dd
human-02683,human_response,information_extraction,5473,response,425,210,0.042654,0.472941,1c75a0b451db999473b5b58e76a14b304afd6997a3dc3ca05be3aea75f1e0ffb
human-02684,human_response,general_qa,5039,response,147,83,0.0,0.510204,ea900b93ffce752642d8ad8bf95e8d19b0d4776176e6d1985a46c809eec065e8
human-02685,human_response,general_qa,7029,response,137,87,0.0,0.437956,9740ab2ae507965c4d6e59c0aa1d2d24932c3ffe94e67d45b20118a5e2e4eae6
human-02686,human_response,information_extraction,14589,response,645,331,0.02648,0.393798,cab17357457a319d768da46a1429c11f0d610c246f77368c237bd88216265f3f
human-02687,human_context,information_extraction,187,context,207,107,0.019608,0.516908,fad151122f8433e29a89b32d6bf6d8454bc54c2ce24f9e3625480fb9b562a25f
human-02688,human_context,information_extraction,13390,context,128,93,0.0,0.429688,8ea4d059b65ac8a27cfb96fbae85bbbdd06f90f653e250dac3a9fde9a780507d
human-02689,human_context,information_extraction,13071,context,238,134,0.017021,0.453782,2c01bdabc19ccd731ef64d6f155cb8af549b7d0316e3e2edcbc8664992905de7
human-02690,human_response,summarization,6481,response,200,132,0.020305,0.4,a1cb4f218eba62d41c537a9528eccacf1a951baa5b2d3b4505c9423c9086f368
human-02691,human_response,open_qa,5124,response,164,88,0.012422,0.518293,f541e017b6f9bd96529c7d14bb29d7d2fbb348dd4004506b33d091383d9a8970
human-02692,human_context,closed_qa,8150,context,220,130,0.02765,0.445455,aeff16574a52357c795fd700a17a2488987e9e7bebd77552b20e818a7032efde
human-02693,human_response,general_qa,9990,response,131,60,0.1875,0.694656,ba050e2ea434fa1fadfd1ec795cdf0f32de68d31a707b79b1e911e41b6387ede
human-02694,human_response,brainstorming,5107,response,188,118,0.0,0.43617,bcb7d9cdcce9edcb7262a0a113de971cb219ba55b508fe568e8c97d19ab88e4e
human-02695,human_context,information_extraction,4796,context,141,96,0.021739,0.425532,f5249af4d4f39012d771de53749a0e01b782cbe2e32c9e9faea8f88f7b6f2aab
human-02696,human_response,summarization,10155,response,128,54,0.04,0.671875,f55d01a63a428b37db0a49a91ba64763ad8ca2bc0113d3a82a160e162944586f
human-02697,human_response,creative_writing,6201,response,790,409,0.0,0.341772,c5f6c49782d08d9561947773e886f11982f1cac282e1a72c37957cdd48c4e1f2
human-02698,human_context,summarization,7570,context,135,85,0.045455,0.444444,a15b28da19f8da281e3a707a2229f8c2f722fd851c5637a96c69b11efb87744e
human-02699,human_response,open_qa,7221,response,211,63,0.153846,0.777251,492f06cc99c6332b4b7b51256042a9f2da7733d2e14f32078d44b9d2423fe9a7
human-02700,human_response,creative_writing,12734,response,236,132,0.038627,0.470339,f6f7afefab3658e528183581f958f4659ab8067c8d650c8f0cbaa74ab58a744d
human-02701,human_context,information_extraction,11415,context,444,207,0.049887,0.434685,439a3e0e77d6c25d3a3b0c7322f323626ed80842b74d543cafd30e0bead980b2
human-02702,human_response,open_qa,11583,response,141,81,0.021739,0.510638,d6f2a0aad72b709231b937ce326945a7fd30da7044c66b0901095c4036efbdae
human-02703,human_context,summarization,7657,context,140,70,0.058394,0.564286,dd39d4ed68cc67fdf4d468c969b769c3d7506057154b2223512bdd30e11424f7
human-02704,human_context,closed_qa,84,context,348,189,0.014493,0.422414,07a59bebf9ae98594697b85435fd6b279c165b72619d25ed5abe670ab6a7e42f
human-02705,human_response,general_qa,4678,response,148,91,0.0,0.459459,0f0638847702ad4ced92b649392762c9ad908977580601e0448c022114efd0cc
human-02706,human_response,general_qa,11503,response,297,185,0.027211,0.360269,0944ed84cf7c14302206dcc394dab1a4ef647fd89400c05195310c772984e64b
human-02707,human_context,closed_qa,3938,context,162,104,0.012579,0.469136,dc80e6ee8c96c1f79e95c8ed50bbd009e61b06423a206436a61e4692781bfb69
human-02708,human_response,open_qa,2786,response,448,246,0.013483,0.372768,39cb3da7a2b29e5a2be808fa1b0895be293357988224c1c07fd31d170473c8a8
human-02709,human_response,general_qa,9291,response,282,168,0.007168,0.429078,b6967e00c19b7e0aadf8e04944f45c04bc48915f9e1d4c82eda27a2a502851df
human-02710,human_response,open_qa,7628,response,238,137,0.046809,0.407563,cd951ff4784d994e58268467bbedd0d902c0eacba6bda93c3f7d3c4d599e3e75
human-02711,human_response,open_qa,14602,response,194,118,0.005236,0.427835,59b69a1231fbc179ccb29a88b69a61fb9446380fd396998f9ab46830388393e4
human-02712,human_response,general_qa,8616,response,136,87,0.0,0.5,9a76bb60bc13552347f14877b45956eb7ea03704966e5c871f8d78a7e73b21a4
human-02713,human_response,open_qa,13043,response,152,78,0.073826,0.559211,5105a1f223bfbb9d4d897a6c915fd21fd72a86f07d4c78fdffb805987a83a752
human-02714,human_context,closed_qa,8260,context,145,90,0.0,0.510345,c2ede53bbe66fab6f9bef7761ef61ccb4129b298ba8476efbd8adc9030523418
human-02715,human_context,closed_qa,5627,context,141,87,0.014493,0.510638,756d9ea08b7f33121e9264177552a6be33eac83073aaff1ea1ee804ddac266b4
human-02716,human_response,creative_writing,650,response,149,93,0.0,0.449664,10108e9a8068a160b1c9ce1d51a995aeb5965fdb884149447d61fd928d4ac10c
human-02717,human_context,information_extraction,10308,context,272,118,0.096654,0.536765,83dcce5a2c46c345a2cc25f0a953263de0b239a5cab307f23677263e07a25502
human-02718,human_response,general_qa,13407,response,150,84,0.006803,0.56,094125910875f80466a5a692b4136848b9935bb433d5ceee55bb8395407f6630
human-02719,human_response,classification,12654,response,742,314,0.0,0.583558,4db0e5f81446330706cdfcdbb2f29478942e60eb643c456d807f817d2240439c
human-02720,human_response,summarization,1014,response,213,131,0.009524,0.399061,f54acc66e848e8cb13401378471b83ceac487a04aa94ed7bbb92165abbc4e460
human-02721,human_response,general_qa,9364,response,183,90,0.033333,0.546448,1dd862021932fcd489c2a2fe82b8fa845b5bcf582d0a40a2c528e7bda89d2a24
human-02722,human_response,summarization,560,response,151,103,0.0,0.450331,0c482f8bb6d7b86a103841d6c65bcf4a3781ac22da5cd6834bd31fa6c74f9aec
human-02723,human_context,information_extraction,2368,context,285,136,0.039007,0.487719,86bc314969164f52b6fbd7b248d4e1e4413ec765687861e5ba49607f3c7a4427
human-02724,human_response,open_qa,2935,response,173,107,0.005882,0.479769,5f3893b4560f6fa739b304a1bdac87b29a3b8a3b738637655cff3d9028267514
human-02725,human_response,summarization,3340,response,137,73,0.037313,0.613139,430b6fd98d03566220698b46998bab1ff8586a1094c2c4abb59846dcf5386411
human-02726,human_context,information_extraction,2076,context,137,96,0.0,0.416058,8087b62ac990fe303b9ea0e56fe36962ef81e72187830b7871aed9b196452515
human-02727,human_response,general_qa,14578,response,144,88,0.049645,0.472222,3ae557d84a5e62d52eaac0716006d66037a9fa671896ed42782fad00feb9d40d
human-02728,human_response,general_qa,4862,response,162,87,0.012579,0.549383,7c7ce0fbf59ad9e2daf825921a872ed9843d0ca41ec613874bdc686e91039a99
human-02729,human_response,general_qa,14871,response,140,97,0.0,0.45,abe62a2870c8c8aa83d8a5891ccb34e2bb459dca790cf7eb6af139b49a712812
human-02730,human_context,information_extraction,791,context,361,207,0.039106,0.357341,94a8cdc4b21bc027af0ca01df409af9fbf4c42858614a02d231591da93f9f933
human-02731,human_context,closed_qa,12831,context,329,184,0.009202,0.349544,7172550a83c92e4632d7ff5f384cddf8ba47acb8fbc5303c31a3f8ce79a43b6c
human-02732,human_context,closed_qa,1646,context,168,109,0.0,0.440476,1316698c7b3a6f4ac757d13228633183b4203de669707166edbc64945ccf85a7
human-02733,human_response,creative_writing,1601,response,236,144,0.004292,0.394068,9863c6e439b01d1f424ca3a1fca87659dbad7f8656441be072e327b6e6d0e2d3
human-02734,human_context,closed_qa,14458,context,196,114,0.015544,0.464286,8678b1015e56317079300985b2c45bafb07f10eb73d451e3f6e6f236d30191d1
human-02735,human_response,general_qa,13082,response,184,116,0.005525,0.440217,40b43e9fb6efdfcd203facae4e958b37692a45a05f0c969af1629f0cc5f43050
human-02736,human_response,summarization,10257,response,446,213,0.015801,0.446188,1214b776b415aafc4098dd9b7439cc23db0f4529fe15ae2edc4e104a6a9ba8bc
human-02737,human_response,open_qa,12849,response,130,72,0.031496,0.584615,4b51f212c5a2923e1c933bf2b801724362a54c1a1415a111b0d12bb7d86b1de0
human-02738,human_response,information_extraction,12664,response,145,40,0.359155,0.751724,b5c4f335907823845c518b7278e5603fa5977cbf9a603a08304ac3cc617614af
human-02739,human_context,closed_qa,9131,context,145,95,0.021127,0.441379,1189667f7d45f4a7624d56712b7c1f47ccb2c57befcde2d20ff46df6c425fe63
human-02740,human_context,information_extraction,3953,context,322,175,0.003135,0.378882,c406ad8dcc167b9f250fe44d118f17e26fe0626b3f0ef4da1e5fe4576fcf30b4
human-02741,human_context,summarization,9582,context,479,225,0.046218,0.442589,445c0fcab3f1f57cc12f7ee7426511a91416c1020f1475f7723334ff671a87ac
human-02742,human_response,brainstorming,7367,response,155,101,0.0,0.425806,c2cfd66f25c433d92522f669e362ff46353207119b642ce7dc74a1b1e5f1177a
human-02743,human_context,information_extraction,10607,context,382,202,0.031662,0.371728,bd90b8b3348d8dace28c373df3d9c5259ac428eeda0a7af24bbf9ea74c9f5469
human-02744,human_context,summarization,7687,context,268,139,0.041509,0.477612,d46b94e76a369660523667738504f57ea3cd8515ab52a5331d54fa9f07357dec
human-02745,human_context,closed_qa,10842,context,215,132,0.004717,0.418605,23843fe8d9aff9b1d1c6183e7a2cfabf3a410406aa2e0d3661238b79acea7cfe
human-02746,human_response,brainstorming,11274,response,139,82,0.0,0.489209,066e0ccc2d0c35883ac174e6c258a683c4b7094b943213b5048d5562dd69a99c
human-02747,human_context,information_extraction,14223,context,338,209,0.0,0.319527,cc2fef08d720b7e4cb5d5195ec10f689047359efec7cdc7b0ab43333e32e78ac
human-02748,human_response,open_qa,13189,response,178,56,0.285714,0.797753,d0d0e34e125cc031bd6b8e1ca332209fd16ad4da312a3612d25bbea43877c024
human-02749,human_response,creative_writing,2175,response,148,83,0.062069,0.574324,3e71578f46d1d10f0b632398eeb3ac2b6034e047e98f37774886afdb0ecf2063
human-02750,human_context,summarization,4925,context,221,136,0.0,0.425339,6b61ac8a9ea710b56569a2ab4eec98de6a5be7467368bc00c1f1b1d020084394
human-02751,human_context,closed_qa,12359,context,154,88,0.013245,0.487013,03211684f495f356bc601dc5ec4cbf52cf2cf6137fad15ffa40da09eb896be08
human-02752,human_context,closed_qa,780,context,414,29,0.265207,0.963768,4f9f89088c0208b49ef87519f4c87b82ccc6f5dabf9b96b7f12981438560ae94
human-02753,human_context,closed_qa,3002,context,310,178,0.029316,0.403226,1d39b0071832354bf090b4048627cb2d246117c503f4676d2f5ec22d2f362fbf
human-02754,human_response,open_qa,8821,response,209,114,0.004854,0.464115,5e6c6bffb6c324c8f88fb289f9c34f37a2a7eb9ffdad60be92aece6f02c32bd3
human-02755,human_response,general_qa,3470,response,188,110,0.010811,0.489362,84b23876054fb66f7f8914ad33d5c2ab77d339228ec4bea2d5b3832b9dc9895a
human-02756,human_context,information_extraction,14200,context,213,119,0.014286,0.474178,7a8173a6a5a0bc92d51319d4935a3ba1c60e3fe1d3e23f3ae37ee79608422030
human-02757,human_response,general_qa,6064,response,280,143,0.01444,0.439286,7ae7233379bc34c286ff61b0321b88e57f5bd2831fd1e926efeb1985e0e1958c
human-02758,human_response,general_qa,7831,response,310,156,0.016287,0.458065,cd2ba27e48bf89ed81438da97419c0efee66219ad4f60a8aca117b69900586ac
human-02759,human_response,open_qa,1351,response,165,111,0.0,0.393939,dabc06796818c5d2f3a52d23408dfcbf7c0a8779aa10f5979f4ad2a74da4d811
human-02760,human_context,summarization,7459,context,153,109,0.0,0.418301,a6cf91dacc63822a40d75369d579f6e17408b7de09586ee80859db551be6dfcc
human-02761,human_response,general_qa,1552,response,155,91,0.039474,0.483871,8b6695645ddc8d6b8b6c904ae2ac05333eea4cd3f1c87a4d4d6cb978555442a3
human-02762,human_response,open_qa,6240,response,215,123,0.023585,0.446512,0bcf16ec467fab1be8d5aae2944956d76f7d65609610681c238d5ed42623f2b8
human-02763,human_context,closed_qa,8725,context,265,144,0.003817,0.418868,8ca70364420a1e94c8d0d0c36877a441dee35287bb4e22f024777f7bfc8f3b64
human-02764,human_response,open_qa,4936,response,228,119,0.035556,0.486842,88d4198d95945b9e412159521aa2da5904a1f7d80fa5cb857a9b2e81978f8505
human-02765,human_context,closed_qa,5831,context,194,122,0.010471,0.407216,e6e66814abf4cc29a1cfb6d519647f173ba15e689f79932d1dd16d5ddca65043
human-02766,human_context,closed_qa,9783,context,132,84,0.03876,0.515152,4237b34696a35ef16ce64157942d0479081388c39743c974ccc47af668779166
human-02767,human_response,closed_qa,11745,response,197,121,0.025773,0.42132,04880ca30d0c3c45360a55a734545fbe298ea3fd044c725017c9bac522a17802
human-02768,human_context,closed_qa,7538,context,321,141,0.075472,0.47352,cea9324a3eabd2cb8f4b5e4b257880dd7e97672ce1adb3060fe00b3c95275be1
human-02769,human_context,summarization,14109,context,699,312,0.024425,0.402003,b3b230a23ac333718dcdaea8e9381fbecd84a741b1f4bd34a6bd314e6c6bf5a2
human-02770,human_context,summarization,2988,context,432,226,0.020979,0.395833,f46060890a02f80d9b5118550b86290a844564f0591635107ae729359814bd62
human-02771,human_context,summarization,1539,context,204,111,0.0,0.455882,bb211508a63742a38302d9c09ecf4239a588abb0ae700a4656cd8a1429b26159
human-02772,human_context,closed_qa,6349,context,333,191,0.012121,0.354354,8d3669748f3a9275fb6214ea39d23d7c186cb069d0dcffe8c4f539225c2f658e
human-02773,human_context,information_extraction,9186,context,381,193,0.007937,0.406824,3c00af4818798b9580f6adda09ea4e357608f6580e2fb311be5f26a11b5a6ec0
human-02774,human_context,information_extraction,13974,context,200,130,0.010152,0.365,cd5f3f0cad034ec072fb0af5f73b7f3553fab9ffacf1a71c64b830c4492d2104
human-02775,human_response,open_qa,8840,response,132,88,0.007752,0.469697,6ac5483452473701c8992990aa4214b9aa910505db1c3a1ebaaa75486972d1fc
human-02776,human_context,closed_qa,12413,context,159,111,0.0,0.421384,529f4b3a9ee220d470373f099950e5851df503b468cb03b4c433ea030a24533b
human-02777,human_context,summarization,13191,context,330,166,0.027523,0.463636,cc21edde731ee4c72d4e37519da6a66e1975cf40384ee1cb6f6a9422b20aadb2
human-02778,human_response,classification,3736,response,150,99,0.0,0.433333,600744bf2e0be48497c4abad1568aab1115428c9746da1c3bca3cd8baf37d87f
human-02779,human_response,general_qa,13987,response,374,207,0.0,0.374332,3ba6f018eea64d61c218b01519a95ad02af924478744d1cf8e12bf9adb5be568
human-02780,human_context,closed_qa,1871,context,143,88,0.0,0.482517,b99533ac03415498d559467321c826131913eebb3a94ae40da8752151216ae2e
human-02781,human_context,summarization,166,context,131,90,0.0,0.442748,aecaf7b287828fcd15edb57180327aa1178f12e50b9e2934b6ec130b5a22c843
